,month,pe,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
96,2015-01,"[-0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515]","[-0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328]","[-0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056]","[0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011]",-0.010186134946865943,0.12580622794404916,-0.005599411311939945,0.378583408033466,0.6683579166062836,0.5025368749094254,-0.8484863856151308
97,2015-02,"[-0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206]","[0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857]","[0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861]","[-0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323]",0.004014145687004084,0.005286417279953659,0.042439141716277176,0.6683482910438565,0.7617326455586544,0.6425989683379816,0.22413826003097934
98,2015-03,"[-0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252]","[0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984]","[0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096]","[-0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631]",-0.0017716153137644214,0.09356787098022568,0.08371378559072021,0.6675410009813149,0.7694053615237448,0.6541080422856173,-0.12149899658123813
99,2015-04,"[0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891]","[0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988]","[0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446]","[0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556]",-0.004404896048023063,0.11617916991665006,0.12776468735033492,0.7621834915473026,0.8619670210484378,0.7929505315726567,-0.3797006855188249
100,2015-05,"[-0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049]","[0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959]","[0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468]","[-0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421]",-0.010096727179739994,0.16060430579851856,0.14610173802651225,0.6613540259874046,0.8215501625403208,0.7323252438104811,-0.726214345318311
101,2015-06,"[-0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384]","[0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918]","[0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441]","[-0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582]",0.015251517566417218,-0.062079420036216276,0.06391414495912912,0.6236812917062691,0.7592371734889329,0.6388557602333994,0.8943709174341964
102,2015-07,"[0.0163085405490717, -0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274]","[0.0233925878293612, 0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647]","[0.0061426002615807, -0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852]","[0.0154307542637746, 0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182]",-0.000638960613372915,0.10130046486455803,0.13570371198102366,0.7102914167991123,0.6789508990420473,0.5184263485630709,-0.03728699253609191
103,2015-08,"[-0.0113715184613336, 0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139]","[0.1046169740380336, 0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359]","[-0.0587657910152967, -0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676]","[0.0107201813166178, 0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515]",0.0037133160982579586,0.0310851598512576,0.09639804458276603,0.6509057707953864,0.6460751023763401,0.46911265356451026,0.18150922586213702
104,2015-09,"[0.0433184865383339, -0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761]","[0.1948255967563076, 0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679]","[-0.2850320276464547, 0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137]","[0.0687547353168709, -0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996]",-0.0012901867907089961,0.044896479700758454,0.05986737989209698,0.6124271975767901,0.6093376231317458,0.41400643469761866,-0.061464139633155584
105,2015-10,"[-0.0588117564250515, -0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615]","[0.0283844191307328, 0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058]","[0.0526459275059056, -0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986]","[-0.0627290198098011, -0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439]",0.000553956170180071,0.030936764946653393,0.20071924031654256,0.6424144032796132,0.5196121071167821,0.2794181606751731,0.027681251818528676
106,2015-11,"[-0.0852431299703206, -0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664]","[0.0524973108263857, 0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798]","[-0.0100142802766861, 0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648]","[-0.0985686430817323, -0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756]",-0.002896205322917067,0.011356156110588995,0.15308366582457394,0.5891859880667605,0.4831684260585817,0.22475263908787246,-0.13762141404155476
107,2015-12,"[-0.0251372746701252, -0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226]","[0.176181283257984, 0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866]","[0.0763054686745096, -0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782]","[-0.0710131395835631, -0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411]",-0.0053795954453134094,-0.02698071592730484,0.06957492391431103,0.44682950002083616,0.45165545150381736,0.17748317725572604,-0.29727709890562976
108,2016-01,"[-0.0758118524833891, -0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845]","[0.2010904214305988, 0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574]","[-0.0764794053991446, 0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109]","[-0.0982300320049556, -0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301]",-0.00814632623101386,-0.060613164574328776,0.03596361855902122,0.38580785798875133,0.4911544789152208,0.23673171837283125,-0.41235089442555906
109,2016-02,"[-0.086157079206049, 0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915]","[0.1434422589378959, -0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149]","[0.1525666430107468, -0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782]","[-0.2134587371186421, 0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063]",-0.0038709681876314744,0.3717954446841405,-1.3818135990347717,-0.34353212215598966,0.6581563153261262,0.4872344729891893,-0.25819015710873694
110,2016-03,"[0.0736389359658384, -0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303]","[-0.0651043558789918, -0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277]","[-0.0551877073424441, -0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835]","[0.027001813514582, 0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128]",-0.00176868188558507,0.39037830067470536,-1.361047257388618,-0.24894675550367998,0.5365251588472125,0.30478773827081884,-0.13878610654339477
111,2016-04,"[-0.0362381419985274, 0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207]","[-0.1275675565647647, -0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871]","[-0.0532769111824852, -0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038]","[0.0290588771104182, -0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651]",-0.009104403008092959,0.13496090736212923,-0.6042467771732486,-0.05826703610513795,0.26159421874688726,-0.10760867187966916,-0.6569079434520487
112,2016-05,"[0.0227326911991139, -0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999]","[-0.1367629169539359, -0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667]","[-0.0258779233644676, 0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149]","[-0.0012579449428515, 0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449]",0.0009434561671275376,0.2242643874579634,-0.9080006962295659,-0.004150705126678519,0.5332766444752742,0.2999149667129113,0.0895284310590968
113,2016-06,"[-0.0354095489117761, -0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087]","[-0.0332368851452679, 0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774]","[0.0137611716996137, 0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029]","[0.0006644945366996, -0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083]",-0.00028069028320416715,0.3564781403960202,-1.158743043629068,-0.03624235002776391,0.6683831029561447,0.502574654434217,-0.032361504720603354
114,2016-07,"[-0.0173796181775615, -0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087, 0.0181071257407092]","[0.1627201258268058, 0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774, 0.017830102014274]","[0.0892401597824986, 0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029, -0.0252515269779274]","[-0.0946368190452439, -0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083, 0.0414428421191862]",-0.0025858972390368495,0.28177139226363507,-0.9833051918008728,-0.032308080292994173,0.6941785043152179,0.5412677564728268,-0.3637960906173075
115,2016-08,"[-0.0778832513091664, -0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087, 0.0181071257407092, 0.0083121963947917]","[0.0613801765708798, 0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774, 0.017830102014274, 0.04369642680615]","[0.0669285614972648, 0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029, -0.0252515269779274, 0.002906167679376]","[-0.0669901800517756, -0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083, 0.0414428421191862, -0.0056172715947531]",-0.0036451531818752093,0.19240230385395357,-0.7561015813008922,0.361737939971128,0.8661503433745518,0.7992255150618277,-0.8062791066149819
116,2016-09,"[-0.013836261638226, 0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087, 0.0181071257407092, 0.0083121963947917, 0.0124832553925661]","[0.0417472817813866, -0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774, 0.017830102014274, 0.04369642680615, -0.019230895577085]","[0.0223805387636782, -0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029, -0.0252515269779274, 0.002906167679376, 0.0063775308771291]","[-0.0054754745722411, 0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083, 0.0414428421191862, -0.0056172715947531, 0.0088327788443153]",-0.0006849027726355756,0.1292370674382936,-0.581922306823899,0.27147425437800526,0.6833018104293805,0.5249527156440708,-0.15002738732606108
117,2016-10,"[0.0099815745034845, 0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087, 0.0181071257407092, 0.0083121963947917, 0.0124832553925661, -0.0178066854654256]","[-0.2377143421589574, -0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774, 0.017830102014274, 0.04369642680615, -0.019230895577085, 0.0295763575716831]","[-0.0778315950603109, -0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029, -0.0252515269779274, 0.002906167679376, 0.0063775308771291, 0.0060979087037085]","[0.0181598577338301, -0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083, 0.0414428421191862, -0.0056172715947531, 0.0088327788443153, -0.0161005091323248]",-0.0016903772911182396,0.10839261358112809,-0.5153235046255815,0.3487427218269622,0.660224054052259,0.49033608107838855,-0.35905272461452414
118,2016-11,"[0.0014728171214915, -0.0226868523803303, 0.0145841524410207, 0.0014753738631999, -0.0472039291030087, 0.0181071257407092, 0.0083121963947917, 0.0124832553925661, -0.0178066854654256, -0.0042216330145122]","[-0.01972616546149, 0.156447249362277, -0.0211053959647871, 0.0032035852244667, 0.0325262143611774, 0.017830102014274, 0.04369642680615, -0.019230895577085, 0.0295763575716831, 0.04384122604417]","[-0.0187020374349782, 0.062333306921835, 0.006299408603038, -0.0042593049655149, 0.0496968144127029, -0.0252515269779274, 0.002906167679376, 0.0063775308771291, 0.0060979087037085, -0.0296141240782474]","[-0.0294029763982063, -0.0042635234992128, 0.0055874559340651, 0.007877613635449, -0.0232331280054083, 0.0414428421191862, -0.0056172715947531, 0.0088327788443153, -0.0161005091323248, -0.0081274145550682]",0.0011357552739038078,-0.06953331531305687,-0.30707434425625224,0.4830292028051712,0.7034196933018942,0.5551295399528413,0.2293758681394679
